sport,event,year,athlete_id,country_id,bronze,silver,gold
Boxing,Relay,2004,701,14,1,1,0
Athletics,Freestyle,2024,140,26,0,0,0
Tennis,Final,2024,921,6,1,1,0
Swimming,200m,2004,825,25,0,1,1
Boxing,400m,2020,808,39,1,1,1
Tennis,Final,2012,954,14,0,0,1
Athletics,200m,2024,872,24,0,0,0
Rowing,Doubles,2016,169,40,1,1,0
Athletics,100m,2004,765,14,1,0,1
Rowing,Doubles,2020,509,24,1,1,0
Shooting,Singles,2020,95,31,1,0,0
Athletics,Freestyle,2020,605,10,1,1,0
Tennis,Butterfly,2008,528,9,1,1,0
Cycling,Relay,2004,165,11,0,0,1
Rowing,Singles,2004,952,29,0,1,1
Cycling,200m,2012,750,48,0,1,1
Rowing,All Around,2016,741,32,1,0,1
Swimming,Relay,2016,395,27,1,1,0
Swimming,All Around,2016,986,46,0,0,0
Athletics,400m,2024,661,35,0,0,0
Shooting,Butterfly,2020,169,31,1,1,0
Wrestling,Final,2024,810,14,0,0,0
Rowing,Freestyle,2024,601,28,0,0,1
Wrestling,Butterfly,2004,909,18,1,0,0
Gymnastics,Relay,2012,670,17,0,1,1
Weightlifting,Singles,2004,116,34,1,1,1
Athletics,400m,2012,186,8,0,1,0
Tennis,Singles,2024,91,31,0,1,0
Wrestling,Final,2024,973,34,0,0,1
Boxing,Doubles,2012,948,24,1,1,0
Athletics,Doubles,2008,512,37,0,0,0
Wrestling,Relay,2024,404,22,1,0,1
Wrestling,All Around,2016,533,32,1,1,1
Weightlifting,Relay,2012,808,36,1,0,0
Rowing,200m,2016,264,39,0,1,0
Shooting,100m,2020,669,35,1,0,1
Tennis,400m,2008,206,39,0,1,1
Athletics,Freestyle,2004,34,7,0,0,0
Weightlifting,200m,2012,316,34,0,1,1
Gymnastics,Relay,2016,996,17,1,0,0
Rowing,Doubles,2020,14,6,0,1,0
Wrestling,Final,2016,721,39,0,1,0
Boxing,All Around,2008,544,43,0,1,1
Weightlifting,Doubles,2016,473,43,0,1,1
Gymnastics,100m,2020,692,26,0,0,0
Cycling,All Around,2008,443,20,0,0,0
Boxing,Singles,2016,582,37,1,0,1
Boxing,Doubles,2016,107,43,1,1,1
Weightlifting,Relay,2008,787,32,1,0,0
Athletics,Freestyle,2012,695,40,0,1,1
Cycling,400m,2024,857,27,0,1,1
Wrestling,Singles,2020,705,35,1,0,0
Shooting,Freestyle,2024,620,31,0,1,1
Tennis,Doubles,2012,850,14,0,1,1
Rowing,All Around,2004,173,25,0,0,1
Wrestling,All Around,2024,435,49,1,1,1
Boxing,Singles,2016,672,48,1,1,1
Weightlifting,Final,2016,763,6,1,1,0
Rowing,All Around,2012,885,21,0,0,1
Swimming,Freestyle,2008,454,32,0,0,1
Shooting,Doubles,2016,323,15,1,1,0
Cycling,All Around,2012,287,36,0,1,0
Boxing,Relay,2020,222,13,1,1,0
Gymnastics,Doubles,2004,254,27,1,1,0
Rowing,100m,2016,227,30,0,0,1
Athletics,Freestyle,2004,740,25,0,0,1
Swimming,Freestyle,2004,47,48,0,1,1
Shooting,Relay,2020,463,41,1,0,0
Rowing,Butterfly,2016,288,42,1,1,1
Wrestling,100m,2008,224,9,1,0,1
Rowing,200m,2012,609,10,0,1,0
Swimming,200m,2004,184,41,1,1,0
Tennis,Singles,2004,699,39,1,0,1
Rowing,Singles,2012,607,30,1,1,0
Shooting,Relay,2008,884,2,1,0,1
Rowing,Relay,2012,458,42,1,1,1
Shooting,Doubles,2008,876,22,0,1,0
Wrestling,100m,2008,779,30,0,1,1
Boxing,Butterfly,2016,62,31,0,0,0
Weightlifting,400m,2008,905,47,1,0,0
Weightlifting,200m,2008,193,32,1,1,1
Weightlifting,Doubles,2020,989,20,0,0,0
Tennis,Butterfly,2020,457,1,1,0,1
Weightlifting,200m,2004,644,49,1,1,0
Swimming,Butterfly,2012,42,32,0,1,0
Shooting,Final,2016,544,47,1,0,0
Cycling,Final,2020,862,50,1,1,0
Wrestling,Freestyle,2024,292,45,0,1,1
Weightlifting,400m,2016,190,33,0,0,0
Athletics,All Around,2020,890,33,0,1,1
Cycling,200m,2016,505,48,1,1,1
Rowing,100m,2020,576,43,1,0,0
Cycling,400m,2024,35,30,1,1,0
Boxing,400m,2016,635,40,0,0,1
Gymnastics,Relay,2024,39,9,1,1,0
Cycling,100m,2020,843,11,0,1,1
Boxing,Final,2004,251,2,1,0,1
Rowing,100m,2008,700,30,0,0,0
Athletics,400m,2024,624,23,0,0,1
Swimming,100m,2012,132,13,0,0,0
Wrestling,Singles,2008,828,4,1,0,0
Weightlifting,Relay,2004,932,23,1,1,1
Cycling,Singles,2012,455,49,1,1,0
Weightlifting,Singles,2024,154,18,1,1,0
Shooting,200m,2012,879,6,0,1,0
Cycling,Singles,2008,448,18,0,1,0
Shooting,Freestyle,2008,892,24,1,1,1
Shooting,Singles,2024,742,6,1,1,0
Cycling,100m,2020,127,37,1,1,1
Rowing,Singles,2016,397,7,1,0,1
Shooting,Singles,2012,600,48,0,1,0
Shooting,Doubles,2008,671,17,1,1,1
Swimming,Relay,2012,28,29,1,1,1
Boxing,Doubles,2024,820,50,0,1,1
Shooting,Singles,2004,880,4,0,0,1
Tennis,Freestyle,2012,458,50,1,1,1
Rowing,Freestyle,2020,895,12,1,1,0
Gymnastics,Relay,2020,459,10,1,0,1
Weightlifting,All Around,2020,40,2,1,0,1
Boxing,Freestyle,2020,292,36,1,1,1
Rowing,200m,2016,437,9,0,1,1
Tennis,200m,2008,338,24,0,1,0
Gymnastics,All Around,2016,458,17,0,1,1
Athletics,400m,2008,503,10,1,1,1
Cycling,200m,2012,837,24,0,0,1
Athletics,All Around,2024,839,4,0,1,1
Boxing,Freestyle,2020,247,19,1,1,1
Boxing,Butterfly,2008,982,8,1,0,0
Boxing,All Around,2024,994,49,1,1,0
Shooting,Doubles,2012,777,1,1,0,0
Shooting,Butterfly,2024,53,19,0,0,1
Athletics,Freestyle,2012,697,31,1,0,0
Weightlifting,All Around,2020,238,15,1,1,0
Weightlifting,Relay,2004,685,44,1,0,1
Swimming,200m,2004,378,24,0,0,0
Athletics,Freestyle,2008,178,3,0,1,1
Swimming,100m,2020,726,13,0,0,1
Cycling,All Around,2020,44,12,0,0,1
Shooting,400m,2024,975,5,0,1,1
Tennis,Singles,2004,771,49,1,1,1
Wrestling,Relay,2024,904,18,0,0,0
Rowing,Singles,2024,95,12,1,0,1
Wrestling,Final,2016,285,10,1,1,1
Swimming,Final,2016,664,36,0,0,1
Weightlifting,Butterfly,2016,246,29,1,0,1
Tennis,Final,2012,625,37,0,1,1
Shooting,All Around,2024,91,20,1,1,0
Weightlifting,Doubles,2024,343,16,0,1,1
Wrestling,Butterfly,2012,670,10,0,1,0
Gymnastics,Butterfly,2020,778,1,1,1,1
Wrestling,Butterfly,2024,828,34,0,0,0
Gymnastics,Doubles,2008,249,43,0,1,1
Shooting,All Around,2008,191,4,0,1,0
Cycling,All Around,2024,572,50,1,0,1
Athletics,Relay,2020,424,32,1,1,1
Shooting,Relay,2004,951,17,1,1,1
Boxing,All Around,2024,409,42,1,1,1
Shooting,100m,2004,908,23,1,0,0
Wrestling,All Around,2024,435,17,1,1,0
Wrestling,Relay,2008,479,3,1,1,0
Rowing,Butterfly,2012,198,17,1,0,0
Swimming,Final,2008,90,44,1,1,1
Tennis,200m,2012,141,4,0,1,0
Weightlifting,200m,2020,995,34,1,0,1
Wrestling,Freestyle,2024,104,16,0,1,1
Swimming,Singles,2004,641,17,0,0,0
Weightlifting,Singles,2016,921,28,1,0,0
Tennis,Doubles,2024,734,4,1,0,0
Cycling,Singles,2004,2,26,0,0,1
Swimming,100m,2012,155,9,0,1,1
Tennis,Final,2020,852,50,1,1,0
Boxing,400m,2016,20,46,0,1,1
Athletics,200m,2012,221,21,0,0,1
Swimming,All Around,2016,750,48,1,0,0
Swimming,Butterfly,2004,12,39,0,0,0
Wrestling,Singles,2020,467,19,1,0,1
Athletics,Final,2016,245,10,0,1,0
Athletics,Doubles,2008,455,19,0,0,0
Wrestling,Butterfly,2016,360,26,0,0,0
Cycling,Butterfly,2004,927,27,1,1,0
Wrestling,400m,2012,465,21,1,1,0
Wrestling,All Around,2008,916,4,0,1,1
Swimming,400m,2016,742,21,0,0,0
Boxing,Butterfly,2020,500,3,1,0,1
Tennis,200m,2004,995,12,0,0,1
Tennis,Doubles,2008,830,12,0,1,0
Weightlifting,Relay,2024,942,15,0,1,1
Shooting,Final,2024,597,45,1,0,1
Boxing,All Around,2004,918,29,1,0,0
Athletics,Singles,2008,33,10,1,0,1
Rowing,Butterfly,2024,542,22,1,0,0
Gymnastics,100m,2012,71,50,0,1,1
Shooting,Singles,2004,798,21,0,0,0
Cycling,Final,2016,794,24,0,0,1
Cycling,Relay,2004,324,31,1,1,0
Tennis,100m,2004,592,35,1,0,1
Rowing,Relay,2016,952,29,0,0,0
Tennis,100m,2024,277,29,0,0,0
Boxing,Doubles,2008,566,44,0,0,1
Athletics,All Around,2024,861,35,1,1,0
Tennis,Butterfly,2020,456,24,0,1,0
Tennis,Relay,2024,793,37,0,0,0
Swimming,Freestyle,2024,372,38,0,1,0
Cycling,200m,2016,603,14,1,1,1
Swimming,Singles,2020,731,17,1,0,1
Boxing,Final,2012,848,10,1,0,1
Tennis,100m,2024,510,25,1,0,1
Wrestling,400m,2004,481,35,1,1,0
Gymnastics,All Around,2004,595,43,0,1,0
Gymnastics,Butterfly,2024,839,5,0,1,0
Athletics,100m,2020,908,15,1,0,0
Weightlifting,Final,2020,4,36,0,1,0
Swimming,Relay,2008,512,45,1,0,0
Boxing,Singles,2016,477,32,1,0,0
Rowing,Doubles,2016,138,45,1,0,0
Athletics,Doubles,2012,438,42,1,1,1
Swimming,All Around,2016,208,41,1,1,1
Weightlifting,200m,2020,838,11,0,0,1
Athletics,Relay,2012,411,16,1,1,0
Boxing,100m,2004,508,23,0,1,1
Rowing,Singles,2016,655,31,0,1,0
Shooting,400m,2024,116,32,1,1,1
Rowing,All Around,2016,622,16,1,1,1
Cycling,Singles,2008,382,25,1,0,0
Boxing,400m,2004,863,6,0,0,1
Rowing,Butterfly,2024,592,8,0,1,1
Athletics,Doubles,2004,583,27,0,0,1
Cycling,100m,2008,643,5,0,1,0
Swimming,Freestyle,2024,403,34,0,1,1
Cycling,Relay,2012,864,22,0,1,0
Swimming,400m,2020,692,18,1,1,1
Shooting,200m,2004,191,36,0,1,0
Rowing,Freestyle,2004,463,15,0,0,0
Weightlifting,Relay,2004,452,42,1,1,1
Swimming,Relay,2020,667,18,1,1,0
Boxing,Freestyle,2016,710,43,1,1,0
Tennis,Final,2008,76,9,1,0,1
Boxing,Relay,2012,254,33,0,0,1
Tennis,Freestyle,2004,878,38,0,1,0
Swimming,Doubles,2012,528,3,0,1,1
Tennis,Freestyle,2016,191,40,1,0,0
Weightlifting,200m,2016,549,25,1,0,1
Boxing,100m,2016,587,49,1,0,1
Rowing,200m,2004,805,46,0,0,1
Gymnastics,All Around,2024,608,31,1,0,1
Rowing,Doubles,2008,118,1,0,0,1
Weightlifting,Doubles,2024,117,14,0,0,1
Tennis,Freestyle,2008,542,20,0,0,0
Boxing,All Around,2004,876,13,1,1,1
Wrestling,100m,2024,95,27,1,0,1
Gymnastics,Final,2012,931,21,1,1,0
Swimming,400m,2004,851,15,1,1,1
Weightlifting,400m,2008,680,16,1,0,1
Athletics,All Around,2008,683,19,0,1,1
Wrestling,100m,2020,949,22,1,1,0
Swimming,Butterfly,2004,816,16,0,0,1
Weightlifting,Freestyle,2004,401,13,1,0,0
Rowing,200m,2024,182,1,0,0,1
Athletics,All Around,2012,409,5,1,0,1
Wrestling,Final,2024,850,6,1,1,0
Cycling,Relay,2024,202,28,1,1,0
Gymnastics,Singles,2012,963,39,0,1,1
Boxing,Singles,2004,450,42,0,1,1
Shooting,400m,2020,61,46,1,0,1
Weightlifting,400m,2008,88,38,0,0,1
Gymnastics,Doubles,2020,933,39,1,0,1
Athletics,Final,2004,770,6,0,1,1
Weightlifting,Doubles,2008,595,8,1,0,1
Boxing,400m,2004,928,8,0,0,0
Tennis,Final,2004,156,4,1,1,1
Weightlifting,Singles,2020,984,34,1,1,1
Weightlifting,Final,2020,76,45,0,1,0
Weightlifting,200m,2008,678,25,1,1,0
Wrestling,Final,2012,711,41,0,1,0
Gymnastics,200m,2020,671,2,0,0,0
Swimming,Singles,2012,904,9,0,0,1
Wrestling,Singles,2008,909,16,1,0,1
Swimming,400m,2008,903,47,1,1,0
Wrestling,All Around,2004,645,16,0,0,0
Boxing,Relay,2012,163,16,1,1,0
Tennis,All Around,2016,31,20,0,0,1
Wrestling,Butterfly,2016,310,4,1,1,0
Athletics,100m,2016,666,22,0,1,0
Swimming,Relay,2008,716,3,1,0,0
Weightlifting,All Around,2008,291,30,0,1,1
Gymnastics,Butterfly,2012,297,5,1,0,0
Tennis,Butterfly,2024,977,49,0,1,0
Cycling,Singles,2024,106,36,0,0,1
Cycling,400m,2016,563,42,1,0,1
Swimming,Final,2008,667,15,1,1,0
Athletics,Singles,2020,617,24,0,0,0
Wrestling,Doubles,2020,192,44,0,0,1
Cycling,Final,2024,479,47,0,1,0
Tennis,100m,2016,491,24,0,1,1
Weightlifting,Doubles,2020,812,26,0,1,1
Wrestling,Singles,2016,722,27,0,0,0
Shooting,100m,2012,934,38,1,0,1
Shooting,Final,2024,368,18,0,0,1
Weightlifting,Freestyle,2012,104,13,0,0,1
Weightlifting,200m,2012,302,7,1,0,1
Athletics,200m,2004,611,27,1,1,1
Athletics,Relay,2016,235,26,1,0,1
Swimming,Final,2004,504,16,1,0,0
Cycling,Final,2008,430,45,1,1,0
Cycling,400m,2008,649,35,0,0,0
Tennis,200m,2020,836,40,0,1,1
Tennis,Freestyle,2008,978,8,0,0,1
Boxing,Doubles,2016,251,49,1,0,0
Athletics,Final,2020,862,14,0,0,0
Shooting,Singles,2016,166,16,0,1,1
Weightlifting,Final,2024,851,2,0,0,0
Shooting,100m,2008,722,27,1,1,0
Swimming,100m,2008,70,33,0,1,0
Rowing,100m,2020,90,29,0,0,1
Wrestling,200m,2016,650,36,1,1,0
Gymnastics,200m,2012,582,39,1,0,0
Gymnastics,100m,2012,193,42,1,1,1
Cycling,Relay,2012,313,9,0,0,1
Boxing,200m,2004,825,2,1,1,0
Athletics,100m,2024,300,8,0,0,0
Boxing,Freestyle,2012,984,48,1,1,0
Swimming,All Around,2008,702,44,0,0,1
Wrestling,All Around,2008,673,6,1,1,0
Shooting,Doubles,2020,964,38,1,1,1
Wrestling,All Around,2024,449,24,0,0,1
Tennis,200m,2008,809,14,0,0,1
Gymnastics,100m,2012,519,31,0,0,1
Boxing,200m,2020,259,21,1,1,0
Tennis,Relay,2012,117,35,0,1,1
Rowing,100m,2008,642,41,0,1,1
Boxing,Singles,2012,635,13,0,1,0
Wrestling,400m,2004,371,18,1,0,0
Weightlifting,400m,2016,84,44,1,1,0
Wrestling,Relay,2020,322,27,1,0,0
Swimming,All Around,2024,77,50,1,0,1
Shooting,Final,2008,57,44,1,1,1
Boxing,Relay,2024,328,18,1,0,1
Shooting,Doubles,2024,424,30,1,0,0
Athletics,100m,2024,40,30,0,0,1
Swimming,Doubles,2012,507,49,0,0,0
Rowing,Butterfly,2004,705,29,1,1,0
Rowing,200m,2004,976,45,1,1,1
Tennis,200m,2020,429,17,1,0,1
Gymnastics,Final,2012,844,32,0,1,1
Tennis,200m,2004,825,2,0,1,1
Swimming,Relay,2008,161,21,1,0,1
Rowing,Relay,2004,475,16,0,1,1
Wrestling,Singles,2020,629,31,1,0,0
Swimming,Final,2008,526,7,1,1,0
Rowing,Butterfly,2020,165,19,1,0,1
Shooting,200m,2004,952,44,0,0,0
Shooting,Butterfly,2012,251,9,0,0,1
Boxing,Butterfly,2012,100,33,0,0,1
Boxing,Doubles,2004,920,31,0,0,0
Rowing,Relay,2016,278,13,0,1,1
Tennis,Final,2004,996,45,1,0,1
Gymnastics,Freestyle,2004,897,42,0,0,0
Athletics,Freestyle,2012,112,41,0,0,0
Gymnastics,100m,2016,12,32,0,0,1
Weightlifting,Relay,2004,803,3,1,0,0
Athletics,Final,2012,168,42,1,1,0
Boxing,Relay,2020,272,43,0,1,1
Athletics,200m,2016,112,44,1,1,1
Gymnastics,Butterfly,2024,88,35,1,1,1
Cycling,All Around,2012,549,10,1,0,1
Swimming,Singles,2004,277,40,1,0,0
Cycling,400m,2008,356,36,1,0,1
Shooting,100m,2024,212,43,1,0,0
Boxing,100m,2016,324,3,1,0,1
Cycling,Freestyle,2012,808,19,0,1,0
Rowing,All Around,2016,501,31,1,1,1
Weightlifting,Butterfly,2012,814,38,0,0,1
Wrestling,Final,2004,50,28,0,1,0
Wrestling,Final,2020,445,9,1,1,1
Cycling,All Around,2016,608,15,1,1,1
Swimming,Doubles,2004,144,8,0,1,0
Tennis,400m,2012,260,23,0,1,0
Athletics,Butterfly,2004,588,40,0,0,1
Tennis,100m,2016,578,10,1,0,1
Athletics,All Around,2012,207,8,1,0,0
Gymnastics,Freestyle,2004,665,15,1,0,1
Rowing,400m,2016,571,37,1,0,0
Wrestling,200m,2016,606,17,1,1,1
Rowing,Doubles,2024,767,23,1,1,0
Gymnastics,All Around,2024,198,47,0,1,1
Gymnastics,All Around,2024,110,34,0,0,0
Rowing,100m,2008,219,39,0,1,0
Tennis,Butterfly,2004,473,27,1,0,1
Swimming,Final,2024,946,25,1,1,0
Athletics,400m,2020,387,15,0,0,0
Boxing,100m,2008,725,9,0,0,1
Rowing,Freestyle,2020,366,11,0,1,1
Tennis,All Around,2012,187,14,0,1,1
Cycling,Relay,2024,902,30,0,0,1
Shooting,Relay,2020,429,50,0,0,1
Athletics,100m,2004,142,25,0,1,1
Gymnastics,200m,2012,199,41,1,1,1
Boxing,Relay,2016,70,24,1,1,0
Athletics,100m,2012,186,1,0,0,1
Cycling,100m,2024,830,37,1,0,1
Weightlifting,Relay,2008,479,29,0,0,0
Weightlifting,All Around,2008,911,18,0,1,1
Swimming,400m,2024,707,30,1,0,0
Wrestling,Singles,2024,19,1,0,1,0
Gymnastics,100m,2020,671,41,1,0,0
Athletics,Singles,2020,866,49,1,1,0
Cycling,Doubles,2024,717,21,1,0,0
Cycling,Relay,2004,833,21,1,1,0
Tennis,Freestyle,2016,809,40,0,0,0
Cycling,100m,2020,539,35,0,1,0
Weightlifting,Final,2004,477,22,0,0,1
Athletics,Relay,2004,49,29,1,1,1
Shooting,All Around,2012,349,44,1,0,1
Weightlifting,200m,2012,344,3,1,1,0
Cycling,Butterfly,2016,637,19,1,0,1
Gymnastics,Singles,2016,979,22,0,0,1
Gymnastics,100m,2012,813,15,1,1,0
Rowing,Butterfly,2008,109,32,1,1,0
Rowing,Doubles,2008,879,37,1,0,1
Wrestling,All Around,2012,992,3,1,1,1
Shooting,Freestyle,2016,278,40,0,0,0
Wrestling,Butterfly,2016,657,10,1,1,0
Shooting,All Around,2020,242,42,1,1,0
Tennis,All Around,2004,75,11,1,0,0
Wrestling,Final,2012,693,43,0,1,0
Tennis,Singles,2004,277,29,0,1,0
Tennis,Doubles,2008,399,23,0,1,1
Wrestling,Doubles,2008,443,45,0,0,0
Gymnastics,All Around,2008,988,22,1,0,0
Boxing,Butterfly,2016,190,5,0,0,0
Swimming,Singles,2012,469,43,1,0,1
Cycling,400m,2024,313,12,1,1,1
Swimming,100m,2020,553,47,0,1,1
Shooting,Relay,2016,670,39,0,0,0
Cycling,Final,2004,841,16,1,1,0
Gymnastics,Doubles,2020,331,28,1,1,1
Swimming,All Around,2004,437,3,0,1,1
Wrestling,200m,2012,807,16,0,1,0
Swimming,Final,2024,606,6,1,1,1
Cycling,Butterfly,2020,449,6,1,0,1
Wrestling,400m,2004,929,23,1,1,1
Swimming,Freestyle,2012,996,24,1,1,0
Shooting,400m,2012,779,35,1,1,0
Rowing,400m,2016,519,24,0,0,1
Athletics,Doubles,2020,513,31,0,1,0
Rowing,Doubles,2008,85,41,0,0,0
Cycling,Doubles,2020,855,34,0,0,1
Weightlifting,100m,2004,473,45,0,0,0
Swimming,Final,2024,280,33,1,1,1
Tennis,All Around,2004,373,43,1,0,1
Wrestling,Butterfly,2004,304,21,1,0,0
Athletics,Butterfly,2024,839,48,1,1,1
Wrestling,All Around,2024,969,29,1,1,1
Wrestling,Butterfly,2016,882,17,1,1,0
Shooting,Freestyle,2008,9,33,1,0,1
Rowing,Freestyle,2012,949,12,0,1,1
Swimming,Final,2020,639,35,1,0,1
Gymnastics,All Around,2012,307,48,1,0,0
Swimming,Butterfly,2004,704,45,1,0,1
Weightlifting,400m,2020,847,35,1,0,1
Rowing,100m,2004,390,31,0,1,1
Wrestling,Relay,2020,39,16,0,0,1
Cycling,100m,2008,92,35,0,0,0
Swimming,200m,2004,944,8,1,0,1
Boxing,Final,2020,545,21,1,1,1
Boxing,400m,2024,297,23,0,1,0
Boxing,200m,2012,198,27,1,1,1
Tennis,Singles,2008,325,5,1,0,1
Athletics,Relay,2012,358,26,1,1,0
Cycling,Singles,2024,825,37,1,1,1
Athletics,All Around,2024,547,10,1,1,0
Athletics,Doubles,2020,768,38,0,1,0
Rowing,Butterfly,2020,314,41,1,1,0
Weightlifting,Relay,2016,821,44,1,0,1
Shooting,Freestyle,2004,497,38,1,0,1
Tennis,Doubles,2024,859,39,0,0,0
Gymnastics,All Around,2004,622,49,0,1,0
Swimming,Relay,2020,979,43,1,0,0
Gymnastics,200m,2012,653,5,0,1,1
Wrestling,400m,2012,836,47,1,1,0
Gymnastics,100m,2004,401,22,1,1,0
Cycling,Doubles,2008,695,23,0,0,1
Cycling,400m,2016,132,21,0,0,1
Swimming,Relay,2004,659,32,1,1,1
Athletics,Final,2008,63,10,1,1,0
Boxing,100m,2016,287,24,0,0,0
Gymnastics,Singles,2004,876,38,1,0,0
Rowing,Final,2004,310,13,0,0,0
Tennis,All Around,2004,686,36,0,0,1
Cycling,400m,2016,487,41,0,1,1
Boxing,Freestyle,2012,452,26,0,1,0
Tennis,Freestyle,2016,970,15,1,1,1
Shooting,200m,2012,480,7,0,1,1
Wrestling,200m,2012,913,44,0,0,0
Weightlifting,Final,2008,474,46,0,0,0
Boxing,100m,2024,101,14,1,0,0
Weightlifting,100m,2016,162,31,1,0,1
Tennis,All Around,2008,221,46,0,0,0
Cycling,All Around,2004,706,39,0,0,1
Boxing,Doubles,2008,581,45,1,1,1
Athletics,Final,2008,87,48,0,1,0
Gymnastics,100m,2024,401,42,1,0,0
Swimming,Final,2012,195,26,1,0,1
Rowing,Final,2012,216,11,1,0,1
Gymnastics,400m,2024,779,46,0,0,1
Gymnastics,400m,2016,408,46,0,1,0
Tennis,Singles,2004,868,41,1,1,1
Athletics,100m,2020,938,14,0,1,0
Swimming,100m,2004,603,3,0,1,0
Gymnastics,Freestyle,2020,749,28,1,1,1
Rowing,Butterfly,2012,565,27,0,1,0
Shooting,Final,2016,670,2,0,1,1
Wrestling,Relay,2008,189,46,1,1,1
Wrestling,Singles,2012,961,50,0,1,1
Wrestling,Relay,2012,124,30,1,1,0
Boxing,200m,2020,376,7,1,1,1
Boxing,Doubles,2012,936,38,1,1,1
Swimming,100m,2024,944,50,0,0,1
Boxing,400m,2008,584,26,1,1,0
Athletics,100m,2020,164,12,0,1,0
Rowing,Freestyle,2012,492,38,1,0,1
Gymnastics,Relay,2016,407,27,0,1,0
Rowing,400m,2016,315,14,0,0,1
Swimming,Singles,2004,226,32,0,0,0
Athletics,100m,2020,798,13,1,0,1
Cycling,Doubles,2008,171,39,1,0,0
Rowing,Doubles,2016,920,9,1,0,1
Wrestling,Doubles,2012,203,39,0,1,0
Rowing,All Around,2016,469,44,0,0,1
Shooting,400m,2012,311,26,1,1,1
Weightlifting,Final,2024,576,15,1,0,1
Cycling,Singles,2016,518,11,1,0,1
Boxing,Doubles,2008,343,41,1,0,1
Gymnastics,Butterfly,2016,580,49,0,0,0
Boxing,All Around,2024,835,11,1,0,1
Wrestling,Singles,2024,621,46,0,1,0
Rowing,All Around,2008,198,50,0,1,1
Wrestling,Butterfly,2016,108,3,1,0,1
Weightlifting,Butterfly,2004,560,4,1,1,0
Shooting,Singles,2016,776,48,1,0,1
Rowing,Doubles,2012,911,2,0,1,0
Shooting,Butterfly,2020,725,21,1,0,0
Rowing,Final,2004,871,36,0,0,0
Shooting,Relay,2020,29,8,1,0,1
Tennis,Butterfly,2020,70,9,0,1,1
Weightlifting,Relay,2024,994,40,0,0,0
Gymnastics,100m,2004,395,14,0,1,0
Swimming,100m,2024,157,16,0,1,0
Cycling,200m,2008,249,26,0,0,1
Swimming,Doubles,2020,182,6,0,1,0
Gymnastics,Relay,2004,563,39,1,1,0
Swimming,200m,2008,638,23,0,0,0
Tennis,All Around,2024,328,26,0,0,0
Athletics,Doubles,2024,770,48,0,1,1
Boxing,Relay,2008,962,19,1,0,1
Cycling,Singles,2016,117,24,0,1,1
Tennis,Final,2016,634,8,0,1,0
Shooting,All Around,2004,137,31,0,0,0
Rowing,100m,2004,639,16,0,0,1
Weightlifting,200m,2008,858,14,0,0,1
Swimming,100m,2012,882,39,0,0,1
Athletics,Singles,2008,143,44,1,0,1
Wrestling,400m,2012,152,42,0,0,0
Cycling,200m,2004,448,30,1,1,0
Shooting,Relay,2008,912,25,1,0,0
Athletics,Butterfly,2016,518,8,0,1,1
Shooting,Butterfly,2024,139,39,0,0,1
Athletics,Freestyle,2008,520,26,1,0,1
Tennis,Relay,2004,175,11,0,1,0
Tennis,Freestyle,2008,657,2,1,0,1
Cycling,200m,2020,535,18,0,0,1
Swimming,All Around,2012,815,21,0,1,1
Gymnastics,Singles,2012,423,32,1,0,0
Tennis,Singles,2012,447,29,1,0,0
Shooting,Relay,2004,667,29,1,1,1
Swimming,Freestyle,2020,238,21,1,0,0
Tennis,400m,2016,172,30,1,0,0
Shooting,400m,2020,27,8,0,0,0
Boxing,200m,2004,770,11,0,0,1
Swimming,Butterfly,2008,871,25,0,0,0
Boxing,100m,2008,311,3,1,1,0
Athletics,All Around,2024,731,18,1,0,0
Tennis,100m,2024,403,18,1,1,1
Shooting,Singles,2016,975,13,0,0,1
Swimming,All Around,2024,677,39,0,1,1
Shooting,200m,2008,556,43,0,0,0
Athletics,Final,2012,716,27,1,1,1
Tennis,Butterfly,2004,599,22,0,1,1
Swimming,200m,2016,40,37,0,0,1
Wrestling,Final,2012,77,31,1,0,0
Gymnastics,Relay,2020,5,17,1,0,1
Tennis,Singles,2008,451,30,0,1,0
Gymnastics,100m,2020,940,23,0,1,1
Cycling,Freestyle,2024,515,32,0,1,0
Weightlifting,Doubles,2008,221,41,1,1,0
Gymnastics,Final,2004,916,40,0,1,1
Cycling,Doubles,2020,316,50,1,1,1
Rowing,400m,2024,466,16,0,1,1
Boxing,400m,2024,246,39,0,1,1
Wrestling,400m,2008,485,16,1,0,0
Rowing,100m,2016,646,11,0,0,1
Wrestling,Relay,2008,277,50,0,0,1
Gymnastics,200m,2012,408,45,0,1,1
Gymnastics,Butterfly,2008,411,11,1,0,0
Cycling,Freestyle,2016,33,19,1,1,1
Boxing,200m,2024,930,42,1,0,1
Rowing,400m,2004,80,7,1,1,1
Weightlifting,Final,2012,582,22,1,1,0
Athletics,Singles,2020,736,20,0,1,1
Cycling,Singles,2004,921,24,0,0,0
Athletics,Butterfly,2012,771,32,0,1,1
Rowing,400m,2020,611,33,1,0,1
Tennis,Relay,2012,220,42,1,1,0
Boxing,Relay,2004,63,30,1,0,1
Boxing,200m,2020,226,18,1,0,0
Swimming,Freestyle,2016,833,36,0,1,1
Cycling,200m,2004,742,33,0,0,1
Wrestling,Final,2008,761,31,1,0,1
Cycling,100m,2024,73,18,1,0,1
Wrestling,Doubles,2016,117,47,0,1,1
Cycling,All Around,2012,622,7,0,0,1
